input_u16,output_q16_hex,output_q16,div0,sat,norm_shift,lut_idx,a_q1_15,x0_q0_16,x1_q0_16
15007,0x0004,4,0,0,2,212,0xEA7C,0x8BE2,0x8BBF
15008,0x0004,4,0,0,2,213,0xEA80,0x8B96,0x8BBD
15009,0x0004,4,0,0,2,213,0xEA84,0x8B96,0x8BBA
15010,0x0004,4,0,0,2,213,0xEA88,0x8B96,0x8BB8
15011,0x0004,4,0,0,2,213,0xEA8C,0x8B96,0x8BB6
15012,0x0004,4,0,0,2,213,0xEA90,0x8B96,0x8BB3
15013,0x0004,4,0,0,2,213,0xEA94,0x8B96,0x8BB1
15014,0x0004,4,0,0,2,213,0xEA98,0x8B96,0x8BAF
15015,0x0004,4,0,0,2,213,0xEA9C,0x8B96,0x8BAC
15016,0x0004,4,0,0,2,213,0xEAA0,0x8B96,0x8BAA
15017,0x0004,4,0,0,2,213,0xEAA4,0x8B96,0x8BA7
15018,0x0004,4,0,0,2,213,0xEAA8,0x8B96,0x8BA5
15019,0x0004,4,0,0,2,213,0xEAAC,0x8B96,0x8BA3
15020,0x0004,4,0,0,2,213,0xEAB0,0x8B96,0x8BA0
15021,0x0004,4,0,0,2,213,0xEAB4,0x8B96,0x8B9E
15022,0x0004,4,0,0,2,213,0xEAB8,0x8B96,0x8B9B
15023,0x0004,4,0,0,2,213,0xEABC,0x8B96,0x8B99
15024,0x0004,4,0,0,2,213,0xEAC0,0x8B96,0x8B97
15025,0x0004,4,0,0,2,213,0xEAC4,0x8B96,0x8B95
15026,0x0004,4,0,0,2,213,0xEAC8,0x8B96,0x8B92
15027,0x0004,4,0,0,2,213,0xEACC,0x8B96,0x8B8F
15028,0x0004,4,0,0,2,213,0xEAD0,0x8B96,0x8B8D
15029,0x0004,4,0,0,2,213,0xEAD4,0x8B96,0x8B8B
15030,0x0004,4,0,0,2,213,0xEAD8,0x8B96,0x8B89
15031,0x0004,4,0,0,2,213,0xEADC,0x8B96,0x8B86
15032,0x0004,4,0,0,2,213,0xEAE0,0x8B96,0x8B83
15033,0x0004,4,0,0,2,213,0xEAE4,0x8B96,0x8B81
15034,0x0004,4,0,0,2,213,0xEAE8,0x8B96,0x8B7F
15035,0x0004,4,0,0,2,213,0xEAEC,0x8B96,0x8B7D
15036,0x0004,4,0,0,2,213,0xEAF0,0x8B96,0x8B7B
15037,0x0004,4,0,0,2,213,0xEAF4,0x8B96,0x8B77
15038,0x0004,4,0,0,2,213,0xEAF8,0x8B96,0x8B75
15039,0x0004,4,0,0,2,213,0xEAFC,0x8B96,0x8B73
15040,0x0004,4,0,0,2,214,0xEB00,0x8B4A,0x8B71
15041,0x0004,4,0,0,2,214,0xEB04,0x8B4A,0x8B6E
15042,0x0004,4,0,0,2,214,0xEB08,0x8B4A,0x8B6C
15043,0x0004,4,0,0,2,214,0xEB0C,0x8B4A,0x8B6A
15044,0x0004,4,0,0,2,214,0xEB10,0x8B4A,0x8B67
15045,0x0004,4,0,0,2,214,0xEB14,0x8B4A,0x8B65
15046,0x0004,4,0,0,2,214,0xEB18,0x8B4A,0x8B63
15047,0x0004,4,0,0,2,214,0xEB1C,0x8B4A,0x8B60
15048,0x0004,4,0,0,2,214,0xEB20,0x8B4A,0x8B5E
15049,0x0004,4,0,0,2,214,0xEB24,0x8B4A,0x8B5B
15050,0x0004,4,0,0,2,214,0xEB28,0x8B4A,0x8B59
15051,0x0004,4,0,0,2,214,0xEB2C,0x8B4A,0x8B57
15052,0x0004,4,0,0,2,214,0xEB30,0x8B4A,0x8B54
15053,0x0004,4,0,0,2,214,0xEB34,0x8B4A,0x8B52
15054,0x0004,4,0,0,2,214,0xEB38,0x8B4A,0x8B4F
15055,0x0004,4,0,0,2,214,0xEB3C,0x8B4A,0x8B4D
15056,0x0004,4,0,0,2,214,0xEB40,0x8B4A,0x8B4B
15057,0x0004,4,0,0,2,214,0xEB44,0x8B4A,0x8B49
15058,0x0004,4,0,0,2,214,0xEB48,0x8B4A,0x8B46
15059,0x0004,4,0,0,2,214,0xEB4C,0x8B4A,0x8B43
15060,0x0004,4,0,0,2,214,0xEB50,0x8B4A,0x8B41
15061,0x0004,4,0,0,2,214,0xEB54,0x8B4A,0x8B3F
15062,0x0004,4,0,0,2,214,0xEB58,0x8B4A,0x8B3D
15063,0x0004,4,0,0,2,214,0xEB5C,0x8B4A,0x8B3B
15064,0x0004,4,0,0,2,214,0xEB60,0x8B4A,0x8B38
15065,0x0004,4,0,0,2,214,0xEB64,0x8B4A,0x8B35
15066,0x0004,4,0,0,2,214,0xEB68,0x8B4A,0x8B33
15067,0x0004,4,0,0,2,214,0xEB6C,0x8B4A,0x8B31
15068,0x0004,4,0,0,2,214,0xEB70,0x8B4A,0x8B2F
15069,0x0004,4,0,0,2,214,0xEB74,0x8B4A,0x8B2C
15070,0x0004,4,0,0,2,214,0xEB78,0x8B4A,0x8B29
15071,0x0004,4,0,0,2,214,0xEB7C,0x8B4A,0x8B27
15072,0x0004,4,0,0,2,215,0xEB80,0x8AFF,0x8B25
15073,0x0004,4,0,0,2,215,0xEB84,0x8AFF,0x8B23
15074,0x0004,4,0,0,2,215,0xEB88,0x8AFF,0x8B21
15075,0x0004,4,0,0,2,215,0xEB8C,0x8AFF,0x8B1D
15076,0x0004,4,0,0,2,215,0xEB90,0x8AFF,0x8B1B
15077,0x0004,4,0,0,2,215,0xEB94,0x8AFF,0x8B19
15078,0x0004,4,0,0,2,215,0xEB98,0x8AFF,0x8B17
15079,0x0004,4,0,0,2,215,0xEB9C,0x8AFF,0x8B15
15080,0x0004,4,0,0,2,215,0xEBA0,0x8AFF,0x8B13
15081,0x0004,4,0,0,2,215,0xEBA4,0x8AFF,0x8B0F
15082,0x0004,4,0,0,2,215,0xEBA8,0x8AFF,0x8B0D
15083,0x0004,4,0,0,2,215,0xEBAC,0x8AFF,0x8B0B
15084,0x0004,4,0,0,2,215,0xEBB0,0x8AFF,0x8B09
15085,0x0004,4,0,0,2,215,0xEBB4,0x8AFF,0x8B07
15086,0x0004,4,0,0,2,215,0xEBB8,0x8AFF,0x8B04
15087,0x0004,4,0,0,2,215,0xEBBC,0x8AFF,0x8B01
15088,0x0004,4,0,0,2,215,0xEBC0,0x8AFF,0x8AFF
15089,0x0004,4,0,0,2,215,0xEBC4,0x8AFF,0x8AFD
15090,0x0004,4,0,0,2,215,0xEBC8,0x8AFF,0x8AFB
15091,0x0004,4,0,0,2,215,0xEBCC,0x8AFF,0x8AF8
15092,0x0004,4,0,0,2,215,0xEBD0,0x8AFF,0x8AF5
15093,0x0004,4,0,0,2,215,0xEBD4,0x8AFF,0x8AF3
15094,0x0004,4,0,0,2,215,0xEBD8,0x8AFF,0x8AF1
15095,0x0004,4,0,0,2,215,0xEBDC,0x8AFF,0x8AEF
15096,0x0004,4,0,0,2,215,0xEBE0,0x8AFF,0x8AED
15097,0x0004,4,0,0,2,215,0xEBE4,0x8AFF,0x8AEA
15098,0x0004,4,0,0,2,215,0xEBE8,0x8AFF,0x8AE7
15099,0x0004,4,0,0,2,215,0xEBEC,0x8AFF,0x8AE5
15100,0x0004,4,0,0,2,215,0xEBF0,0x8AFF,0x8AE3
15101,0x0004,4,0,0,2,215,0xEBF4,0x8AFF,0x8AE1
15102,0x0004,4,0,0,2,215,0xEBF8,0x8AFF,0x8ADE
15103,0x0004,4,0,0,2,215,0xEBFC,0x8AFF,0x8ADC
15104,0x0004,4,0,0,2,216,0xEC00,0x8AB3,0x8AD9
15105,0x0004,4,0,0,2,216,0xEC04,0x8AB3,0x8AD7
15106,0x0004,4,0,0,2,216,0xEC08,0x8AB3,0x8AD5
15107,0x0004,4,0,0,2,216,0xEC0C,0x8AB3,0x8AD2
15108,0x0004,4,0,0,2,216,0xEC10,0x8AB3,0x8AD0
15109,0x0004,4,0,0,2,216,0xEC14,0x8AB3,0x8ACE
15110,0x0004,4,0,0,2,216,0xEC18,0x8AB3,0x8ACB
15111,0x0004,4,0,0,2,216,0xEC1C,0x8AB3,0x8AC9
15112,0x0004,4,0,0,2,216,0xEC20,0x8AB3,0x8AC7
15113,0x0004,4,0,0,2,216,0xEC24,0x8AB3,0x8AC4
15114,0x0004,4,0,0,2,216,0xEC28,0x8AB3,0x8AC2
15115,0x0004,4,0,0,2,216,0xEC2C,0x8AB3,0x8AC0
15116,0x0004,4,0,0,2,216,0xEC30,0x8AB3,0x8ABD
15117,0x0004,4,0,0,2,216,0xEC34,0x8AB3,0x8ABB
15118,0x0004,4,0,0,2,216,0xEC38,0x8AB3,0x8AB8
15119,0x0004,4,0,0,2,216,0xEC3C,0x8AB3,0x8AB6
15120,0x0004,4,0,0,2,216,0xEC40,0x8AB3,0x8AB4
15121,0x0004,4,0,0,2,216,0xEC44,0x8AB3,0x8AB2
15122,0x0004,4,0,0,2,216,0xEC48,0x8AB3,0x8AAF
15123,0x0004,4,0,0,2,216,0xEC4C,0x8AB3,0x8AAC
15124,0x0004,4,0,0,2,216,0xEC50,0x8AB3,0x8AAA
15125,0x0004,4,0,0,2,216,0xEC54,0x8AB3,0x8AA8
15126,0x0004,4,0,0,2,216,0xEC58,0x8AB3,0x8AA6
15127,0x0004,4,0,0,2,216,0xEC5C,0x8AB3,0x8AA4
15128,0x0004,4,0,0,2,216,0xEC60,0x8AB3,0x8AA1
15129,0x0004,4,0,0,2,216,0xEC64,0x8AB3,0x8A9E
15130,0x0004,4,0,0,2,216,0xEC68,0x8AB3,0x8A9C
15131,0x0004,4,0,0,2,216,0xEC6C,0x8AB3,0x8A9A
15132,0x0004,4,0,0,2,216,0xEC70,0x8AB3,0x8A98
15133,0x0004,4,0,0,2,216,0xEC74,0x8AB3,0x8A96
15134,0x0004,4,0,0,2,216,0xEC78,0x8AB3,0x8A92
15135,0x0004,4,0,0,2,216,0xEC7C,0x8AB3,0x8A90
15136,0x0004,4,0,0,2,217,0xEC80,0x8A68,0x8A8E
15137,0x0004,4,0,0,2,217,0xEC84,0x8A68,0x8A8C
15138,0x0004,4,0,0,2,217,0xEC88,0x8A68,0x8A8A
15139,0x0004,4,0,0,2,217,0xEC8C,0x8A68,0x8A87
15140,0x0004,4,0,0,2,217,0xEC90,0x8A68,0x8A85
15141,0x0004,4,0,0,2,217,0xEC94,0x8A68,0x8A83
15142,0x0004,4,0,0,2,217,0xEC98,0x8A68,0x8A80
15143,0x0004,4,0,0,2,217,0xEC9C,0x8A68,0x8A7E
15144,0x0004,4,0,0,2,217,0xECA0,0x8A68,0x8A7B
15145,0x0004,4,0,0,2,217,0xECA4,0x8A68,0x8A79
15146,0x0004,4,0,0,2,217,0xECA8,0x8A68,0x8A77
15147,0x0004,4,0,0,2,217,0xECAC,0x8A68,0x8A75
15148,0x0004,4,0,0,2,217,0xECB0,0x8A68,0x8A72
15149,0x0004,4,0,0,2,217,0xECB4,0x8A68,0x8A70
15150,0x0004,4,0,0,2,217,0xECB8,0x8A68,0x8A6D
15151,0x0004,4,0,0,2,217,0xECBC,0x8A68,0x8A6B
15152,0x0004,4,0,0,2,217,0xECC0,0x8A68,0x8A69
15153,0x0004,4,0,0,2,217,0xECC4,0x8A68,0x8A67
15154,0x0004,4,0,0,2,217,0xECC8,0x8A68,0x8A64
15155,0x0004,4,0,0,2,217,0xECCC,0x8A68,0x8A62
15156,0x0004,4,0,0,2,217,0xECD0,0x8A68,0x8A5F
15157,0x0004,4,0,0,2,217,0xECD4,0x8A68,0x8A5D
15158,0x0004,4,0,0,2,217,0xECD8,0x8A68,0x8A5B
15159,0x0004,4,0,0,2,217,0xECDC,0x8A68,0x8A59
15160,0x0004,4,0,0,2,217,0xECE0,0x8A68,0x8A57
15161,0x0004,4,0,0,2,217,0xECE4,0x8A68,0x8A53
15162,0x0004,4,0,0,2,217,0xECE8,0x8A68,0x8A51
15163,0x0004,4,0,0,2,217,0xECEC,0x8A68,0x8A4F
15164,0x0004,4,0,0,2,217,0xECF0,0x8A68,0x8A4D
15165,0x0004,4,0,0,2,217,0xECF4,0x8A68,0x8A4B
15166,0x0004,4,0,0,2,217,0xECF8,0x8A68,0x8A49
15167,0x0004,4,0,0,2,217,0xECFC,0x8A68,0x8A45
15168,0x0004,4,0,0,2,218,0xED00,0x8A1E,0x8A44
15169,0x0004,4,0,0,2,218,0xED04,0x8A1E,0x8A42
15170,0x0004,4,0,0,2,218,0xED08,0x8A1E,0x8A3E
15171,0x0004,4,0,0,2,218,0xED0C,0x8A1E,0x8A3C
15172,0x0004,4,0,0,2,218,0xED10,0x8A1E,0x8A3A
15173,0x0004,4,0,0,2,218,0xED14,0x8A1E,0x8A38
15174,0x0004,4,0,0,2,218,0xED18,0x8A1E,0x8A36
15175,0x0004,4,0,0,2,218,0xED1C,0x8A1E,0x8A34
15176,0x0004,4,0,0,2,218,0xED20,0x8A1E,0x8A30
15177,0x0004,4,0,0,2,218,0xED24,0x8A1E,0x8A2E
15178,0x0004,4,0,0,2,218,0xED28,0x8A1E,0x8A2C
15179,0x0004,4,0,0,2,218,0xED2C,0x8A1E,0x8A2A
15180,0x0004,4,0,0,2,218,0xED30,0x8A1E,0x8A28
15181,0x0004,4,0,0,2,218,0xED34,0x8A1E,0x8A26
15182,0x0004,4,0,0,2,218,0xED38,0x8A1E,0x8A23
15183,0x0004,4,0,0,2,218,0xED3C,0x8A1E,0x8A20
15184,0x0004,4,0,0,2,218,0xED40,0x8A1E,0x8A1E
15185,0x0004,4,0,0,2,218,0xED44,0x8A1E,0x8A1C
15186,0x0004,4,0,0,2,218,0xED48,0x8A1E,0x8A1A
15187,0x0004,4,0,0,2,218,0xED4C,0x8A1E,0x8A18
15188,0x0004,4,0,0,2,218,0xED50,0x8A1E,0x8A15
15189,0x0004,4,0,0,2,218,0xED54,0x8A1E,0x8A12
15190,0x0004,4,0,0,2,218,0xED58,0x8A1E,0x8A10
15191,0x0004,4,0,0,2,218,0xED5C,0x8A1E,0x8A0E
15192,0x0004,4,0,0,2,218,0xED60,0x8A1E,0x8A0C
15193,0x0004,4,0,0,2,218,0xED64,0x8A1E,0x8A09
15194,0x0004,4,0,0,2,218,0xED68,0x8A1E,0x8A07
15195,0x0004,4,0,0,2,218,0xED6C,0x8A1E,0x8A04
15196,0x0004,4,0,0,2,218,0xED70,0x8A1E,0x8A02
15197,0x0004,4,0,0,2,218,0xED74,0x8A1E,0x8A00
15198,0x0004,4,0,0,2,218,0xED78,0x8A1E,0x89FE
15199,0x0004,4,0,0,2,218,0xED7C,0x8A1E,0x89FB
15200,0x0004,4,0,0,2,219,0xED80,0x89D3,0x89F9
15201,0x0004,4,0,0,2,219,0xED84,0x89D3,0x89F7
15202,0x0004,4,0,0,2,219,0xED88,0x89D3,0x89F4
15203,0x0004,4,0,0,2,219,0xED8C,0x89D3,0x89F2
15204,0x0004,4,0,0,2,219,0xED90,0x89D3,0x89F0
15205,0x0004,4,0,0,2,219,0xED94,0x89D3,0x89ED
15206,0x0004,4,0,0,2,219,0xED98,0x89D3,0x89EB
15207,0x0004,4,0,0,2,219,0xED9C,0x89D3,0x89E9
15208,0x0004,4,0,0,2,219,0xEDA0,0x89D3,0x89E6
15209,0x0004,4,0,0,2,219,0xEDA4,0x89D3,0x89E4
15210,0x0004,4,0,0,2,219,0xEDA8,0x89D3,0x89E2
15211,0x0004,4,0,0,2,219,0xEDAC,0x89D3,0x89E0
15212,0x0004,4,0,0,2,219,0xEDB0,0x89D3,0x89DD
15213,0x0004,4,0,0,2,219,0xEDB4,0x89D3,0x89DB
15214,0x0004,4,0,0,2,219,0xEDB8,0x89D3,0x89D8
15215,0x0004,4,0,0,2,219,0xEDBC,0x89D3,0x89D6
15216,0x0004,4,0,0,2,219,0xEDC0,0x89D3,0x89D4
15217,0x0004,4,0,0,2,219,0xEDC4,0x89D3,0x89D2
15218,0x0004,4,0,0,2,219,0xEDC8,0x89D3,0x89CF
15219,0x0004,4,0,0,2,219,0xEDCC,0x89D3,0x89CD
15220,0x0004,4,0,0,2,219,0xEDD0,0x89D3,0x89CA
15221,0x0004,4,0,0,2,219,0xEDD4,0x89D3,0x89C8
15222,0x0004,4,0,0,2,219,0xEDD8,0x89D3,0x89C6
15223,0x0004,4,0,0,2,219,0xEDDC,0x89D3,0x89C4
15224,0x0004,4,0,0,2,219,0xEDE0,0x89D3,0x89C2
15225,0x0004,4,0,0,2,219,0xEDE4,0x89D3,0x89BF
15226,0x0004,4,0,0,2,219,0xEDE8,0x89D3,0x89BC
15227,0x0004,4,0,0,2,219,0xEDEC,0x89D3,0x89BA
15228,0x0004,4,0,0,2,219,0xEDF0,0x89D3,0x89B8
15229,0x0004,4,0,0,2,219,0xEDF4,0x89D3,0x89B6
15230,0x0004,4,0,0,2,219,0xEDF8,0x89D3,0x89B4
15231,0x0004,4,0,0,2,219,0xEDFC,0x89D3,0x89B1
15232,0x0004,4,0,0,2,220,0xEE00,0x8989,0x89AF
15233,0x0004,4,0,0,2,220,0xEE04,0x8989,0x89AC
15234,0x0004,4,0,0,2,220,0xEE08,0x8989,0x89AA
15235,0x0004,4,0,0,2,220,0xEE0C,0x8989,0x89A8
15236,0x0004,4,0,0,2,220,0xEE10,0x8989,0x89A6
15237,0x0004,4,0,0,2,220,0xEE14,0x8989,0x89A3
15238,0x0004,4,0,0,2,220,0xEE18,0x8989,0x89A1
15239,0x0004,4,0,0,2,220,0xEE1C,0x8989,0x899E
15240,0x0004,4,0,0,2,220,0xEE20,0x8989,0x899C
15241,0x0004,4,0,0,2,220,0xEE24,0x8989,0x899A
15242,0x0004,4,0,0,2,220,0xEE28,0x8989,0x8998
15243,0x0004,4,0,0,2,220,0xEE2C,0x8989,0x8995
15244,0x0004,4,0,0,2,220,0xEE30,0x8989,0x8993
15245,0x0004,4,0,0,2,220,0xEE34,0x8989,0x8991
15246,0x0004,4,0,0,2,220,0xEE38,0x8989,0x898E
15247,0x0004,4,0,0,2,220,0xEE3C,0x8989,0x898C
15248,0x0004,4,0,0,2,220,0xEE40,0x8989,0x898A
15249,0x0004,4,0,0,2,220,0xEE44,0x8989,0x8988
15250,0x0004,4,0,0,2,220,0xEE48,0x8989,0x8985
15251,0x0004,4,0,0,2,220,0xEE4C,0x8989,0x8983
15252,0x0004,4,0,0,2,220,0xEE50,0x8989,0x8980
15253,0x0004,4,0,0,2,220,0xEE54,0x8989,0x897E
15254,0x0004,4,0,0,2,220,0xEE58,0x8989,0x897C
15255,0x0004,4,0,0,2,220,0xEE5C,0x8989,0x897A
15256,0x0004,4,0,0,2,220,0xEE60,0x8989,0x8978
15257,0x0004,4,0,0,2,220,0xEE64,0x8989,0x8975
15258,0x0004,4,0,0,2,220,0xEE68,0x8989,0x8972
15259,0x0004,4,0,0,2,220,0xEE6C,0x8989,0x8970
15260,0x0004,4,0,0,2,220,0xEE70,0x8989,0x896E
15261,0x0004,4,0,0,2,220,0xEE74,0x8989,0x896C
15262,0x0004,4,0,0,2,220,0xEE78,0x8989,0x896A
15263,0x0004,4,0,0,2,220,0xEE7C,0x8989,0x8968
15264,0x0004,4,0,0,2,221,0xEE80,0x8940,0x8964
15265,0x0004,4,0,0,2,221,0xEE84,0x8940,0x8962
15266,0x0004,4,0,0,2,221,0xEE88,0x8940,0x8960
15267,0x0004,4,0,0,2,221,0xEE8C,0x8940,0x895E
15268,0x0004,4,0,0,2,221,0xEE90,0x8940,0x895C
15269,0x0004,4,0,0,2,221,0xEE94,0x8940,0x895A
15270,0x0004,4,0,0,2,221,0xEE98,0x8940,0x8958
15271,0x0004,4,0,0,2,221,0xEE9C,0x8940,0x8954
15272,0x0004,4,0,0,2,221,0xEEA0,0x8940,0x8952
15273,0x0004,4,0,0,2,221,0xEEA4,0x8940,0x8950
15274,0x0004,4,0,0,2,221,0xEEA8,0x8940,0x894E
15275,0x0004,4,0,0,2,221,0xEEAC,0x8940,0x894C
15276,0x0004,4,0,0,2,221,0xEEB0,0x8940,0x894A
15277,0x0004,4,0,0,2,221,0xEEB4,0x8940,0x8946
15278,0x0004,4,0,0,2,221,0xEEB8,0x8940,0x8944
15279,0x0004,4,0,0,2,221,0xEEBC,0x8940,0x8942
15280,0x0004,4,0,0,2,221,0xEEC0,0x8940,0x8940
15281,0x0004,4,0,0,2,221,0xEEC4,0x8940,0x893E
15282,0x0004,4,0,0,2,221,0xEEC8,0x8940,0x893C
15283,0x0004,4,0,0,2,221,0xEECC,0x8940,0x893A
15284,0x0004,4,0,0,2,221,0xEED0,0x8940,0x8936
15285,0x0004,4,0,0,2,221,0xEED4,0x8940,0x8934
15286,0x0004,4,0,0,2,221,0xEED8,0x8940,0x8932
15287,0x0004,4,0,0,2,221,0xEEDC,0x8940,0x8930
15288,0x0004,4,0,0,2,221,0xEEE0,0x8940,0x892E
15289,0x0004,4,0,0,2,221,0xEEE4,0x8940,0x892C
15290,0x0004,4,0,0,2,221,0xEEE8,0x8940,0x8929
15291,0x0004,4,0,0,2,221,0xEEEC,0x8940,0x8926
15292,0x0004,4,0,0,2,221,0xEEF0,0x8940,0x8924
15293,0x0004,4,0,0,2,221,0xEEF4,0x8940,0x8922
15294,0x0004,4,0,0,2,221,0xEEF8,0x8940,0x8920
15295,0x0004,4,0,0,2,221,0xEEFC,0x8940,0x891E
15296,0x0004,4,0,0,2,222,0xEF00,0x88F6,0x891B
15297,0x0004,4,0,0,2,222,0xEF04,0x88F6,0x8919
15298,0x0004,4,0,0,2,222,0xEF08,0x88F6,0x8917
15299,0x0004,4,0,0,2,222,0xEF0C,0x88F6,0x8914
15300,0x0004,4,0,0,2,222,0xEF10,0x88F6,0x8912
15301,0x0004,4,0,0,2,222,0xEF14,0x88F6,0x8910
15302,0x0004,4,0,0,2,222,0xEF18,0x88F6,0x890E
15303,0x0004,4,0,0,2,222,0xEF1C,0x88F6,0x890B
15304,0x0004,4,0,0,2,222,0xEF20,0x88F6,0x8909
15305,0x0004,4,0,0,2,222,0xEF24,0x88F6,0x8907
15306,0x0004,4,0,0,2,222,0xEF28,0x88F6,0x8904
15307,0x0004,4,0,0,2,222,0xEF2C,0x88F6,0x8902
15308,0x0004,4,0,0,2,222,0xEF30,0x88F6,0x8900
15309,0x0004,4,0,0,2,222,0xEF34,0x88F6,0x88FD
15310,0x0004,4,0,0,2,222,0xEF38,0x88F6,0x88FB
15311,0x0004,4,0,0,2,222,0xEF3C,0x88F6,0x88F9
15312,0x0004,4,0,0,2,222,0xEF40,0x88F6,0x88F7
15313,0x0004,4,0,0,2,222,0xEF44,0x88F6,0x88F4
15314,0x0004,4,0,0,2,222,0xEF48,0x88F6,0x88F2
15315,0x0004,4,0,0,2,222,0xEF4C,0x88F6,0x88F0
15316,0x0004,4,0,0,2,222,0xEF50,0x88F6,0x88ED
15317,0x0004,4,0,0,2,222,0xEF54,0x88F6,0x88EB
15318,0x0004,4,0,0,2,222,0xEF58,0x88F6,0x88E9
15319,0x0004,4,0,0,2,222,0xEF5C,0x88F6,0x88E7
15320,0x0004,4,0,0,2,222,0xEF60,0x88F6,0x88E4
15321,0x0004,4,0,0,2,222,0xEF64,0x88F6,0x88E2
15322,0x0004,4,0,0,2,222,0xEF68,0x88F6,0x88E0
15323,0x0004,4,0,0,2,222,0xEF6C,0x88F6,0x88DD
15324,0x0004,4,0,0,2,222,0xEF70,0x88F6,0x88DB
15325,0x0004,4,0,0,2,222,0xEF74,0x88F6,0x88D9
15326,0x0004,4,0,0,2,222,0xEF78,0x88F6,0x88D7
15327,0x0004,4,0,0,2,222,0xEF7C,0x88F6,0x88D4
15328,0x0004,4,0,0,2,223,0xEF80,0x88AD,0x88D2
15329,0x0004,4,0,0,2,223,0xEF84,0x88AD,0x88D0
15330,0x0004,4,0,0,2,223,0xEF88,0x88AD,0x88CD
15331,0x0004,4,0,0,2,223,0xEF8C,0x88AD,0x88CB
15332,0x0004,4,0,0,2,223,0xEF90,0x88AD,0x88C9
15333,0x0004,4,0,0,2,223,0xEF94,0x88AD,0x88C7
15334,0x0004,4,0,0,2,223,0xEF98,0x88AD,0x88C4
15335,0x0004,4,0,0,2,223,0xEF9C,0x88AD,0x88C2
15336,0x0004,4,0,0,2,223,0xEFA0,0x88AD,0x88C0
15337,0x0004,4,0,0,2,223,0xEFA4,0x88AD,0x88BD
15338,0x0004,4,0,0,2,223,0xEFA8,0x88AD,0x88BB
15339,0x0004,4,0,0,2,223,0xEFAC,0x88AD,0x88B9
15340,0x0004,4,0,0,2,223,0xEFB0,0x88AD,0x88B7
15341,0x0004,4,0,0,2,223,0xEFB4,0x88AD,0x88B4
15342,0x0004,4,0,0,2,223,0xEFB8,0x88AD,0x88B2
15343,0x0004,4,0,0,2,223,0xEFBC,0x88AD,0x88B0
15344,0x0004,4,0,0,2,223,0xEFC0,0x88AD,0x88AD
15345,0x0004,4,0,0,2,223,0xEFC4,0x88AD,0x88AB
15346,0x0004,4,0,0,2,223,0xEFC8,0x88AD,0x88A9
15347,0x0004,4,0,0,2,223,0xEFCC,0x88AD,0x88A7
15348,0x0004,4,0,0,2,223,0xEFD0,0x88AD,0x88A4
15349,0x0004,4,0,0,2,223,0xEFD4,0x88AD,0x88A2
15350,0x0004,4,0,0,2,223,0xEFD8,0x88AD,0x88A0
15351,0x0004,4,0,0,2,223,0xEFDC,0x88AD,0x889E
15352,0x0004,4,0,0,2,223,0xEFE0,0x88AD,0x889B
15353,0x0004,4,0,0,2,223,0xEFE4,0x88AD,0x8899
15354,0x0004,4,0,0,2,223,0xEFE8,0x88AD,0x8897
15355,0x0004,4,0,0,2,223,0xEFEC,0x88AD,0x8894
15356,0x0004,4,0,0,2,223,0xEFF0,0x88AD,0x8892
15357,0x0004,4,0,0,2,223,0xEFF4,0x88AD,0x8890
15358,0x0004,4,0,0,2,223,0xEFF8,0x88AD,0x888E
15359,0x0004,4,0,0,2,223,0xEFFC,0x88AD,0x888B
15360,0x0004,4,0,0,2,224,0xF000,0x8864,0x8889
15361,0x0004,4,0,0,2,224,0xF004,0x8864,0x8887
15362,0x0004,4,0,0,2,224,0xF008,0x8864,0x8884
15363,0x0004,4,0,0,2,224,0xF00C,0x8864,0x8882
15364,0x0004,4,0,0,2,224,0xF010,0x8864,0x8880
15365,0x0004,4,0,0,2,224,0xF014,0x8864,0x887E
15366,0x0004,4,0,0,2,224,0xF018,0x8864,0x887B
15367,0x0004,4,0,0,2,224,0xF01C,0x8864,0x8879
15368,0x0004,4,0,0,2,224,0xF020,0x8864,0x8877
15369,0x0004,4,0,0,2,224,0xF024,0x8864,0x8875
15370,0x0004,4,0,0,2,224,0xF028,0x8864,0x8872
15371,0x0004,4,0,0,2,224,0xF02C,0x8864,0x8870
15372,0x0004,4,0,0,2,224,0xF030,0x8864,0x886E
15373,0x0004,4,0,0,2,224,0xF034,0x8864,0x886B
15374,0x0004,4,0,0,2,224,0xF038,0x8864,0x8869
15375,0x0004,4,0,0,2,224,0xF03C,0x8864,0x8867
15376,0x0004,4,0,0,2,224,0xF040,0x8864,0x8865
15377,0x0004,4,0,0,2,224,0xF044,0x8864,0x8863
15378,0x0004,4,0,0,2,224,0xF048,0x8864,0x8860
15379,0x0004,4,0,0,2,224,0xF04C,0x8864,0x885E
15380,0x0004,4,0,0,2,224,0xF050,0x8864,0x885B
15381,0x0004,4,0,0,2,224,0xF054,0x8864,0x8859
15382,0x0004,4,0,0,2,224,0xF058,0x8864,0x8857
15383,0x0004,4,0,0,2,224,0xF05C,0x8864,0x8855
15384,0x0004,4,0,0,2,224,0xF060,0x8864,0x8853
15385,0x0004,4,0,0,2,224,0xF064,0x8864,0x8850
15386,0x0004,4,0,0,2,224,0xF068,0x8864,0x884E
15387,0x0004,4,0,0,2,224,0xF06C,0x8864,0x884B
15388,0x0004,4,0,0,2,224,0xF070,0x8864,0x8849
15389,0x0004,4,0,0,2,224,0xF074,0x8864,0x8847
