input_u16,output_q16_hex,output_q16,div0,sat,norm_shift,lut_idx,a_q1_15,x0_q0_16,x1_q0_16
60429,0x0001,1,0,0,0,216,0xEC0D,0x8AB3,0x8AD1
60430,0x0001,1,0,0,0,216,0xEC0E,0x8AB3,0x8AD1
60431,0x0001,1,0,0,0,216,0xEC0F,0x8AB3,0x8AD0
60432,0x0001,1,0,0,0,216,0xEC10,0x8AB3,0x8AD0
60433,0x0001,1,0,0,0,216,0xEC11,0x8AB3,0x8ACF
60434,0x0001,1,0,0,0,216,0xEC12,0x8AB3,0x8ACF
60435,0x0001,1,0,0,0,216,0xEC13,0x8AB3,0x8ACE
60436,0x0001,1,0,0,0,216,0xEC14,0x8AB3,0x8ACE
60437,0x0001,1,0,0,0,216,0xEC15,0x8AB3,0x8ACD
60438,0x0001,1,0,0,0,216,0xEC16,0x8AB3,0x8ACD
60439,0x0001,1,0,0,0,216,0xEC17,0x8AB3,0x8ACC
60440,0x0001,1,0,0,0,216,0xEC18,0x8AB3,0x8ACB
60441,0x0001,1,0,0,0,216,0xEC19,0x8AB3,0x8ACB
60442,0x0001,1,0,0,0,216,0xEC1A,0x8AB3,0x8ACA
60443,0x0001,1,0,0,0,216,0xEC1B,0x8AB3,0x8ACA
60444,0x0001,1,0,0,0,216,0xEC1C,0x8AB3,0x8AC9
60445,0x0001,1,0,0,0,216,0xEC1D,0x8AB3,0x8AC9
60446,0x0001,1,0,0,0,216,0xEC1E,0x8AB3,0x8AC8
60447,0x0001,1,0,0,0,216,0xEC1F,0x8AB3,0x8AC8
60448,0x0001,1,0,0,0,216,0xEC20,0x8AB3,0x8AC7
60449,0x0001,1,0,0,0,216,0xEC21,0x8AB3,0x8AC7
60450,0x0001,1,0,0,0,216,0xEC22,0x8AB3,0x8AC5
60451,0x0001,1,0,0,0,216,0xEC23,0x8AB3,0x8AC5
60452,0x0001,1,0,0,0,216,0xEC24,0x8AB3,0x8AC4
60453,0x0001,1,0,0,0,216,0xEC25,0x8AB3,0x8AC3
60454,0x0001,1,0,0,0,216,0xEC26,0x8AB3,0x8AC3
60455,0x0001,1,0,0,0,216,0xEC27,0x8AB3,0x8AC2
60456,0x0001,1,0,0,0,216,0xEC28,0x8AB3,0x8AC2
60457,0x0001,1,0,0,0,216,0xEC29,0x8AB3,0x8AC1
60458,0x0001,1,0,0,0,216,0xEC2A,0x8AB3,0x8AC1
60459,0x0001,1,0,0,0,216,0xEC2B,0x8AB3,0x8AC0
60460,0x0001,1,0,0,0,216,0xEC2C,0x8AB3,0x8AC0
60461,0x0001,1,0,0,0,216,0xEC2D,0x8AB3,0x8ABF
60462,0x0001,1,0,0,0,216,0xEC2E,0x8AB3,0x8ABF
60463,0x0001,1,0,0,0,216,0xEC2F,0x8AB3,0x8ABE
60464,0x0001,1,0,0,0,216,0xEC30,0x8AB3,0x8ABD
60465,0x0001,1,0,0,0,216,0xEC31,0x8AB3,0x8ABD
60466,0x0001,1,0,0,0,216,0xEC32,0x8AB3,0x8ABC
60467,0x0001,1,0,0,0,216,0xEC33,0x8AB3,0x8ABC
60468,0x0001,1,0,0,0,216,0xEC34,0x8AB3,0x8ABB
60469,0x0001,1,0,0,0,216,0xEC35,0x8AB3,0x8ABB
60470,0x0001,1,0,0,0,216,0xEC36,0x8AB3,0x8ABA
60471,0x0001,1,0,0,0,216,0xEC37,0x8AB3,0x8ABA
60472,0x0001,1,0,0,0,216,0xEC38,0x8AB3,0x8AB8
60473,0x0001,1,0,0,0,216,0xEC39,0x8AB3,0x8AB8
60474,0x0001,1,0,0,0,216,0xEC3A,0x8AB3,0x8AB7
60475,0x0001,1,0,0,0,216,0xEC3B,0x8AB3,0x8AB7
60476,0x0001,1,0,0,0,216,0xEC3C,0x8AB3,0x8AB6
60477,0x0001,1,0,0,0,216,0xEC3D,0x8AB3,0x8AB5
60478,0x0001,1,0,0,0,216,0xEC3E,0x8AB3,0x8AB5
60479,0x0001,1,0,0,0,216,0xEC3F,0x8AB3,0x8AB4
60480,0x0001,1,0,0,0,216,0xEC40,0x8AB3,0x8AB4
60481,0x0001,1,0,0,0,216,0xEC41,0x8AB3,0x8AB3
60482,0x0001,1,0,0,0,216,0xEC42,0x8AB3,0x8AB3
60483,0x0001,1,0,0,0,216,0xEC43,0x8AB3,0x8AB2
60484,0x0001,1,0,0,0,216,0xEC44,0x8AB3,0x8AB2
60485,0x0001,1,0,0,0,216,0xEC45,0x8AB3,0x8AB1
60486,0x0001,1,0,0,0,216,0xEC46,0x8AB3,0x8AB1
60487,0x0001,1,0,0,0,216,0xEC47,0x8AB3,0x8AB0
60488,0x0001,1,0,0,0,216,0xEC48,0x8AB3,0x8AAF
60489,0x0001,1,0,0,0,216,0xEC49,0x8AB3,0x8AAF
60490,0x0001,1,0,0,0,216,0xEC4A,0x8AB3,0x8AAE
60491,0x0001,1,0,0,0,216,0xEC4B,0x8AB3,0x8AAE
60492,0x0001,1,0,0,0,216,0xEC4C,0x8AB3,0x8AAC
60493,0x0001,1,0,0,0,216,0xEC4D,0x8AB3,0x8AAC
60494,0x0001,1,0,0,0,216,0xEC4E,0x8AB3,0x8AAB
60495,0x0001,1,0,0,0,216,0xEC4F,0x8AB3,0x8AAB
60496,0x0001,1,0,0,0,216,0xEC50,0x8AB3,0x8AAA
60497,0x0001,1,0,0,0,216,0xEC51,0x8AB3,0x8AAA
60498,0x0001,1,0,0,0,216,0xEC52,0x8AB3,0x8AA9
60499,0x0001,1,0,0,0,216,0xEC53,0x8AB3,0x8AA9
60500,0x0001,1,0,0,0,216,0xEC54,0x8AB3,0x8AA8
60501,0x0001,1,0,0,0,216,0xEC55,0x8AB3,0x8AA7
60502,0x0001,1,0,0,0,216,0xEC56,0x8AB3,0x8AA7
60503,0x0001,1,0,0,0,216,0xEC57,0x8AB3,0x8AA6
60504,0x0001,1,0,0,0,216,0xEC58,0x8AB3,0x8AA6
60505,0x0001,1,0,0,0,216,0xEC59,0x8AB3,0x8AA5
60506,0x0001,1,0,0,0,216,0xEC5A,0x8AB3,0x8AA5
60507,0x0001,1,0,0,0,216,0xEC5B,0x8AB3,0x8AA4
60508,0x0001,1,0,0,0,216,0xEC5C,0x8AB3,0x8AA4
60509,0x0001,1,0,0,0,216,0xEC5D,0x8AB3,0x8AA3
60510,0x0001,1,0,0,0,216,0xEC5E,0x8AB3,0x8AA3
60511,0x0001,1,0,0,0,216,0xEC5F,0x8AB3,0x8AA2
60512,0x0001,1,0,0,0,216,0xEC60,0x8AB3,0x8AA1
60513,0x0001,1,0,0,0,216,0xEC61,0x8AB3,0x8AA1
60514,0x0001,1,0,0,0,216,0xEC62,0x8AB3,0x8A9F
60515,0x0001,1,0,0,0,216,0xEC63,0x8AB3,0x8A9F
60516,0x0001,1,0,0,0,216,0xEC64,0x8AB3,0x8A9E
60517,0x0001,1,0,0,0,216,0xEC65,0x8AB3,0x8A9E
60518,0x0001,1,0,0,0,216,0xEC66,0x8AB3,0x8A9D
60519,0x0001,1,0,0,0,216,0xEC67,0x8AB3,0x8A9D
60520,0x0001,1,0,0,0,216,0xEC68,0x8AB3,0x8A9C
60521,0x0001,1,0,0,0,216,0xEC69,0x8AB3,0x8A9C
60522,0x0001,1,0,0,0,216,0xEC6A,0x8AB3,0x8A9B
60523,0x0001,1,0,0,0,216,0xEC6B,0x8AB3,0x8A9B
60524,0x0001,1,0,0,0,216,0xEC6C,0x8AB3,0x8A9A
60525,0x0001,1,0,0,0,216,0xEC6D,0x8AB3,0x8A99
60526,0x0001,1,0,0,0,216,0xEC6E,0x8AB3,0x8A99
60527,0x0001,1,0,0,0,216,0xEC6F,0x8AB3,0x8A98
60528,0x0001,1,0,0,0,216,0xEC70,0x8AB3,0x8A98
60529,0x0001,1,0,0,0,216,0xEC71,0x8AB3,0x8A97
60530,0x0001,1,0,0,0,216,0xEC72,0x8AB3,0x8A97
60531,0x0001,1,0,0,0,216,0xEC73,0x8AB3,0x8A96
60532,0x0001,1,0,0,0,216,0xEC74,0x8AB3,0x8A96
60533,0x0001,1,0,0,0,216,0xEC75,0x8AB3,0x8A95
60534,0x0001,1,0,0,0,216,0xEC76,0x8AB3,0x8A95
60535,0x0001,1,0,0,0,216,0xEC77,0x8AB3,0x8A94
60536,0x0001,1,0,0,0,216,0xEC78,0x8AB3,0x8A92
60537,0x0001,1,0,0,0,216,0xEC79,0x8AB3,0x8A92
60538,0x0001,1,0,0,0,216,0xEC7A,0x8AB3,0x8A91
60539,0x0001,1,0,0,0,216,0xEC7B,0x8AB3,0x8A91
60540,0x0001,1,0,0,0,216,0xEC7C,0x8AB3,0x8A90
60541,0x0001,1,0,0,0,216,0xEC7D,0x8AB3,0x8A90
60542,0x0001,1,0,0,0,216,0xEC7E,0x8AB3,0x8A8F
60543,0x0001,1,0,0,0,216,0xEC7F,0x8AB3,0x8A8F
60544,0x0001,1,0,0,0,217,0xEC80,0x8A68,0x8A8E
60545,0x0001,1,0,0,0,217,0xEC81,0x8A68,0x8A8E
60546,0x0001,1,0,0,0,217,0xEC82,0x8A68,0x8A8D
60547,0x0001,1,0,0,0,217,0xEC83,0x8A68,0x8A8D
60548,0x0001,1,0,0,0,217,0xEC84,0x8A68,0x8A8C
60549,0x0001,1,0,0,0,217,0xEC85,0x8A68,0x8A8C
60550,0x0001,1,0,0,0,217,0xEC86,0x8A68,0x8A8B
60551,0x0001,1,0,0,0,217,0xEC87,0x8A68,0x8A8B
60552,0x0001,1,0,0,0,217,0xEC88,0x8A68,0x8A8A
60553,0x0001,1,0,0,0,217,0xEC89,0x8A68,0x8A8A
60554,0x0001,1,0,0,0,217,0xEC8A,0x8A68,0x8A88
60555,0x0001,1,0,0,0,217,0xEC8B,0x8A68,0x8A87
60556,0x0001,1,0,0,0,217,0xEC8C,0x8A68,0x8A87
60557,0x0001,1,0,0,0,217,0xEC8D,0x8A68,0x8A86
60558,0x0001,1,0,0,0,217,0xEC8E,0x8A68,0x8A86
60559,0x0001,1,0,0,0,217,0xEC8F,0x8A68,0x8A85
60560,0x0001,1,0,0,0,217,0xEC90,0x8A68,0x8A85
60561,0x0001,1,0,0,0,217,0xEC91,0x8A68,0x8A84
60562,0x0001,1,0,0,0,217,0xEC92,0x8A68,0x8A84
60563,0x0001,1,0,0,0,217,0xEC93,0x8A68,0x8A83
60564,0x0001,1,0,0,0,217,0xEC94,0x8A68,0x8A83
60565,0x0001,1,0,0,0,217,0xEC95,0x8A68,0x8A82
60566,0x0001,1,0,0,0,217,0xEC96,0x8A68,0x8A82
60567,0x0001,1,0,0,0,217,0xEC97,0x8A68,0x8A81
60568,0x0001,1,0,0,0,217,0xEC98,0x8A68,0x8A80
60569,0x0001,1,0,0,0,217,0xEC99,0x8A68,0x8A80
60570,0x0001,1,0,0,0,217,0xEC9A,0x8A68,0x8A7F
60571,0x0001,1,0,0,0,217,0xEC9B,0x8A68,0x8A7F
60572,0x0001,1,0,0,0,217,0xEC9C,0x8A68,0x8A7E
60573,0x0001,1,0,0,0,217,0xEC9D,0x8A68,0x8A7E
60574,0x0001,1,0,0,0,217,0xEC9E,0x8A68,0x8A7D
60575,0x0001,1,0,0,0,217,0xEC9F,0x8A68,0x8A7D
60576,0x0001,1,0,0,0,217,0xECA0,0x8A68,0x8A7B
60577,0x0001,1,0,0,0,217,0xECA1,0x8A68,0x8A7B
60578,0x0001,1,0,0,0,217,0xECA2,0x8A68,0x8A7A
60579,0x0001,1,0,0,0,217,0xECA3,0x8A68,0x8A79
60580,0x0001,1,0,0,0,217,0xECA4,0x8A68,0x8A79
60581,0x0001,1,0,0,0,217,0xECA5,0x8A68,0x8A78
60582,0x0001,1,0,0,0,217,0xECA6,0x8A68,0x8A78
60583,0x0001,1,0,0,0,217,0xECA7,0x8A68,0x8A77
60584,0x0001,1,0,0,0,217,0xECA8,0x8A68,0x8A77
60585,0x0001,1,0,0,0,217,0xECA9,0x8A68,0x8A76
60586,0x0001,1,0,0,0,217,0xECAA,0x8A68,0x8A76
60587,0x0001,1,0,0,0,217,0xECAB,0x8A68,0x8A75
60588,0x0001,1,0,0,0,217,0xECAC,0x8A68,0x8A75
60589,0x0001,1,0,0,0,217,0xECAD,0x8A68,0x8A74
60590,0x0001,1,0,0,0,217,0xECAE,0x8A68,0x8A74
60591,0x0001,1,0,0,0,217,0xECAF,0x8A68,0x8A73
60592,0x0001,1,0,0,0,217,0xECB0,0x8A68,0x8A72
60593,0x0001,1,0,0,0,217,0xECB1,0x8A68,0x8A72
60594,0x0001,1,0,0,0,217,0xECB2,0x8A68,0x8A71
60595,0x0001,1,0,0,0,217,0xECB3,0x8A68,0x8A71
60596,0x0001,1,0,0,0,217,0xECB4,0x8A68,0x8A70
60597,0x0001,1,0,0,0,217,0xECB5,0x8A68,0x8A70
60598,0x0001,1,0,0,0,217,0xECB6,0x8A68,0x8A6E
60599,0x0001,1,0,0,0,217,0xECB7,0x8A68,0x8A6E
60600,0x0001,1,0,0,0,217,0xECB8,0x8A68,0x8A6D
60601,0x0001,1,0,0,0,217,0xECB9,0x8A68,0x8A6D
60602,0x0001,1,0,0,0,217,0xECBA,0x8A68,0x8A6C
60603,0x0001,1,0,0,0,217,0xECBB,0x8A68,0x8A6C
60604,0x0001,1,0,0,0,217,0xECBC,0x8A68,0x8A6B
60605,0x0001,1,0,0,0,217,0xECBD,0x8A68,0x8A6A
60606,0x0001,1,0,0,0,217,0xECBE,0x8A68,0x8A6A
60607,0x0001,1,0,0,0,217,0xECBF,0x8A68,0x8A69
60608,0x0001,1,0,0,0,217,0xECC0,0x8A68,0x8A69
60609,0x0001,1,0,0,0,217,0xECC1,0x8A68,0x8A68
60610,0x0001,1,0,0,0,217,0xECC2,0x8A68,0x8A68
60611,0x0001,1,0,0,0,217,0xECC3,0x8A68,0x8A67
60612,0x0001,1,0,0,0,217,0xECC4,0x8A68,0x8A67
60613,0x0001,1,0,0,0,217,0xECC5,0x8A68,0x8A66
60614,0x0001,1,0,0,0,217,0xECC6,0x8A68,0x8A66
60615,0x0001,1,0,0,0,217,0xECC7,0x8A68,0x8A65
60616,0x0001,1,0,0,0,217,0xECC8,0x8A68,0x8A64
60617,0x0001,1,0,0,0,217,0xECC9,0x8A68,0x8A64
60618,0x0001,1,0,0,0,217,0xECCA,0x8A68,0x8A63
60619,0x0001,1,0,0,0,217,0xECCB,0x8A68,0x8A63
60620,0x0001,1,0,0,0,217,0xECCC,0x8A68,0x8A62
60621,0x0001,1,0,0,0,217,0xECCD,0x8A68,0x8A62
60622,0x0001,1,0,0,0,217,0xECCE,0x8A68,0x8A60
60623,0x0001,1,0,0,0,217,0xECCF,0x8A68,0x8A60
60624,0x0001,1,0,0,0,217,0xECD0,0x8A68,0x8A5F
60625,0x0001,1,0,0,0,217,0xECD1,0x8A68,0x8A5F
60626,0x0001,1,0,0,0,217,0xECD2,0x8A68,0x8A5E
60627,0x0001,1,0,0,0,217,0xECD3,0x8A68,0x8A5E
60628,0x0001,1,0,0,0,217,0xECD4,0x8A68,0x8A5D
60629,0x0001,1,0,0,0,217,0xECD5,0x8A68,0x8A5C
60630,0x0001,1,0,0,0,217,0xECD6,0x8A68,0x8A5C
60631,0x0001,1,0,0,0,217,0xECD7,0x8A68,0x8A5B
60632,0x0001,1,0,0,0,217,0xECD8,0x8A68,0x8A5B
60633,0x0001,1,0,0,0,217,0xECD9,0x8A68,0x8A5A
60634,0x0001,1,0,0,0,217,0xECDA,0x8A68,0x8A5A
60635,0x0001,1,0,0,0,217,0xECDB,0x8A68,0x8A59
60636,0x0001,1,0,0,0,217,0xECDC,0x8A68,0x8A59
60637,0x0001,1,0,0,0,217,0xECDD,0x8A68,0x8A58
60638,0x0001,1,0,0,0,217,0xECDE,0x8A68,0x8A58
60639,0x0001,1,0,0,0,217,0xECDF,0x8A68,0x8A57
60640,0x0001,1,0,0,0,217,0xECE0,0x8A68,0x8A57
60641,0x0001,1,0,0,0,217,0xECE1,0x8A68,0x8A56
60642,0x0001,1,0,0,0,217,0xECE2,0x8A68,0x8A55
60643,0x0001,1,0,0,0,217,0xECE3,0x8A68,0x8A55
60644,0x0001,1,0,0,0,217,0xECE4,0x8A68,0x8A53
60645,0x0001,1,0,0,0,217,0xECE5,0x8A68,0x8A53
60646,0x0001,1,0,0,0,217,0xECE6,0x8A68,0x8A52
60647,0x0001,1,0,0,0,217,0xECE7,0x8A68,0x8A52
60648,0x0001,1,0,0,0,217,0xECE8,0x8A68,0x8A51
60649,0x0001,1,0,0,0,217,0xECE9,0x8A68,0x8A51
60650,0x0001,1,0,0,0,217,0xECEA,0x8A68,0x8A50
60651,0x0001,1,0,0,0,217,0xECEB,0x8A68,0x8A50
60652,0x0001,1,0,0,0,217,0xECEC,0x8A68,0x8A4F
60653,0x0001,1,0,0,0,217,0xECED,0x8A68,0x8A4E
60654,0x0001,1,0,0,0,217,0xECEE,0x8A68,0x8A4E
60655,0x0001,1,0,0,0,217,0xECEF,0x8A68,0x8A4D
60656,0x0001,1,0,0,0,217,0xECF0,0x8A68,0x8A4D
60657,0x0001,1,0,0,0,217,0xECF1,0x8A68,0x8A4C
60658,0x0001,1,0,0,0,217,0xECF2,0x8A68,0x8A4C
60659,0x0001,1,0,0,0,217,0xECF3,0x8A68,0x8A4B
60660,0x0001,1,0,0,0,217,0xECF4,0x8A68,0x8A4B
60661,0x0001,1,0,0,0,217,0xECF5,0x8A68,0x8A4A
60662,0x0001,1,0,0,0,217,0xECF6,0x8A68,0x8A4A
60663,0x0001,1,0,0,0,217,0xECF7,0x8A68,0x8A49
60664,0x0001,1,0,0,0,217,0xECF8,0x8A68,0x8A49
60665,0x0001,1,0,0,0,217,0xECF9,0x8A68,0x8A48
60666,0x0001,1,0,0,0,217,0xECFA,0x8A68,0x8A46
60667,0x0001,1,0,0,0,217,0xECFB,0x8A68,0x8A46
60668,0x0001,1,0,0,0,217,0xECFC,0x8A68,0x8A45
60669,0x0001,1,0,0,0,217,0xECFD,0x8A68,0x8A45
60670,0x0001,1,0,0,0,217,0xECFE,0x8A68,0x8A44
60671,0x0001,1,0,0,0,217,0xECFF,0x8A68,0x8A44
60672,0x0001,1,0,0,0,218,0xED00,0x8A1E,0x8A44
60673,0x0001,1,0,0,0,218,0xED01,0x8A1E,0x8A43
60674,0x0001,1,0,0,0,218,0xED02,0x8A1E,0x8A43
60675,0x0001,1,0,0,0,218,0xED03,0x8A1E,0x8A42
60676,0x0001,1,0,0,0,218,0xED04,0x8A1E,0x8A42
60677,0x0001,1,0,0,0,218,0xED05,0x8A1E,0x8A41
60678,0x0001,1,0,0,0,218,0xED06,0x8A1E,0x8A3F
60679,0x0001,1,0,0,0,218,0xED07,0x8A1E,0x8A3F
60680,0x0001,1,0,0,0,218,0xED08,0x8A1E,0x8A3E
60681,0x0001,1,0,0,0,218,0xED09,0x8A1E,0x8A3E
60682,0x0001,1,0,0,0,218,0xED0A,0x8A1E,0x8A3D
60683,0x0001,1,0,0,0,218,0xED0B,0x8A1E,0x8A3D
60684,0x0001,1,0,0,0,218,0xED0C,0x8A1E,0x8A3C
60685,0x0001,1,0,0,0,218,0xED0D,0x8A1E,0x8A3C
60686,0x0001,1,0,0,0,218,0xED0E,0x8A1E,0x8A3B
60687,0x0001,1,0,0,0,218,0xED0F,0x8A1E,0x8A3B
60688,0x0001,1,0,0,0,218,0xED10,0x8A1E,0x8A3A
60689,0x0001,1,0,0,0,218,0xED11,0x8A1E,0x8A3A
60690,0x0001,1,0,0,0,218,0xED12,0x8A1E,0x8A39
60691,0x0001,1,0,0,0,218,0xED13,0x8A1E,0x8A38
60692,0x0001,1,0,0,0,218,0xED14,0x8A1E,0x8A38
60693,0x0001,1,0,0,0,218,0xED15,0x8A1E,0x8A37
60694,0x0001,1,0,0,0,218,0xED16,0x8A1E,0x8A37
60695,0x0001,1,0,0,0,218,0xED17,0x8A1E,0x8A36
60696,0x0001,1,0,0,0,218,0xED18,0x8A1E,0x8A36
60697,0x0001,1,0,0,0,218,0xED19,0x8A1E,0x8A35
60698,0x0001,1,0,0,0,218,0xED1A,0x8A1E,0x8A35
60699,0x0001,1,0,0,0,218,0xED1B,0x8A1E,0x8A34
60700,0x0001,1,0,0,0,218,0xED1C,0x8A1E,0x8A34
60701,0x0001,1,0,0,0,218,0xED1D,0x8A1E,0x8A33
60702,0x0001,1,0,0,0,218,0xED1E,0x8A1E,0x8A33
60703,0x0001,1,0,0,0,218,0xED1F,0x8A1E,0x8A31
60704,0x0001,1,0,0,0,218,0xED20,0x8A1E,0x8A30
60705,0x0001,1,0,0,0,218,0xED21,0x8A1E,0x8A30
60706,0x0001,1,0,0,0,218,0xED22,0x8A1E,0x8A2F
60707,0x0001,1,0,0,0,218,0xED23,0x8A1E,0x8A2F
60708,0x0001,1,0,0,0,218,0xED24,0x8A1E,0x8A2E
60709,0x0001,1,0,0,0,218,0xED25,0x8A1E,0x8A2E
60710,0x0001,1,0,0,0,218,0xED26,0x8A1E,0x8A2D
60711,0x0001,1,0,0,0,218,0xED27,0x8A1E,0x8A2D
60712,0x0001,1,0,0,0,218,0xED28,0x8A1E,0x8A2C
60713,0x0001,1,0,0,0,218,0xED29,0x8A1E,0x8A2C
60714,0x0001,1,0,0,0,218,0xED2A,0x8A1E,0x8A2B
60715,0x0001,1,0,0,0,218,0xED2B,0x8A1E,0x8A2B
60716,0x0001,1,0,0,0,218,0xED2C,0x8A1E,0x8A2A
60717,0x0001,1,0,0,0,218,0xED2D,0x8A1E,0x8A29
60718,0x0001,1,0,0,0,218,0xED2E,0x8A1E,0x8A29
60719,0x0001,1,0,0,0,218,0xED2F,0x8A1E,0x8A28
60720,0x0001,1,0,0,0,218,0xED30,0x8A1E,0x8A28
60721,0x0001,1,0,0,0,218,0xED31,0x8A1E,0x8A27
60722,0x0001,1,0,0,0,218,0xED32,0x8A1E,0x8A27
60723,0x0001,1,0,0,0,218,0xED33,0x8A1E,0x8A26
60724,0x0001,1,0,0,0,218,0xED34,0x8A1E,0x8A26
60725,0x0001,1,0,0,0,218,0xED35,0x8A1E,0x8A24
60726,0x0001,1,0,0,0,218,0xED36,0x8A1E,0x8A24
60727,0x0001,1,0,0,0,218,0xED37,0x8A1E,0x8A23
60728,0x0001,1,0,0,0,218,0xED38,0x8A1E,0x8A23
60729,0x0001,1,0,0,0,218,0xED39,0x8A1E,0x8A22
60730,0x0001,1,0,0,0,218,0xED3A,0x8A1E,0x8A21
60731,0x0001,1,0,0,0,218,0xED3B,0x8A1E,0x8A21
60732,0x0001,1,0,0,0,218,0xED3C,0x8A1E,0x8A20
60733,0x0001,1,0,0,0,218,0xED3D,0x8A1E,0x8A20
60734,0x0001,1,0,0,0,218,0xED3E,0x8A1E,0x8A1F
60735,0x0001,1,0,0,0,218,0xED3F,0x8A1E,0x8A1F
60736,0x0001,1,0,0,0,218,0xED40,0x8A1E,0x8A1E
60737,0x0001,1,0,0,0,218,0xED41,0x8A1E,0x8A1E
60738,0x0001,1,0,0,0,218,0xED42,0x8A1E,0x8A1D
60739,0x0001,1,0,0,0,218,0xED43,0x8A1E,0x8A1D
60740,0x0001,1,0,0,0,218,0xED44,0x8A1E,0x8A1C
60741,0x0001,1,0,0,0,218,0xED45,0x8A1E,0x8A1B
60742,0x0001,1,0,0,0,218,0xED46,0x8A1E,0x8A1B
60743,0x0001,1,0,0,0,218,0xED47,0x8A1E,0x8A1A
60744,0x0001,1,0,0,0,218,0xED48,0x8A1E,0x8A1A
60745,0x0001,1,0,0,0,218,0xED49,0x8A1E,0x8A19
60746,0x0001,1,0,0,0,218,0xED4A,0x8A1E,0x8A19
60747,0x0001,1,0,0,0,218,0xED4B,0x8A1E,0x8A18
60748,0x0001,1,0,0,0,218,0xED4C,0x8A1E,0x8A18
60749,0x0001,1,0,0,0,218,0xED4D,0x8A1E,0x8A16
60750,0x0001,1,0,0,0,218,0xED4E,0x8A1E,0x8A16
60751,0x0001,1,0,0,0,218,0xED4F,0x8A1E,0x8A15
60752,0x0001,1,0,0,0,218,0xED50,0x8A1E,0x8A15
60753,0x0001,1,0,0,0,218,0xED51,0x8A1E,0x8A14
60754,0x0001,1,0,0,0,218,0xED52,0x8A1E,0x8A13
60755,0x0001,1,0,0,0,218,0xED53,0x8A1E,0x8A13
60756,0x0001,1,0,0,0,218,0xED54,0x8A1E,0x8A12
60757,0x0001,1,0,0,0,218,0xED55,0x8A1E,0x8A12
60758,0x0001,1,0,0,0,218,0xED56,0x8A1E,0x8A11
60759,0x0001,1,0,0,0,218,0xED57,0x8A1E,0x8A11
60760,0x0001,1,0,0,0,218,0xED58,0x8A1E,0x8A10
60761,0x0001,1,0,0,0,218,0xED59,0x8A1E,0x8A10
60762,0x0001,1,0,0,0,218,0xED5A,0x8A1E,0x8A0F
60763,0x0001,1,0,0,0,218,0xED5B,0x8A1E,0x8A0F
60764,0x0001,1,0,0,0,218,0xED5C,0x8A1E,0x8A0E
60765,0x0001,1,0,0,0,218,0xED5D,0x8A1E,0x8A0E
60766,0x0001,1,0,0,0,218,0xED5E,0x8A1E,0x8A0D
60767,0x0001,1,0,0,0,218,0xED5F,0x8A1E,0x8A0C
60768,0x0001,1,0,0,0,218,0xED60,0x8A1E,0x8A0C
60769,0x0001,1,0,0,0,218,0xED61,0x8A1E,0x8A0B
60770,0x0001,1,0,0,0,218,0xED62,0x8A1E,0x8A0B
60771,0x0001,1,0,0,0,218,0xED63,0x8A1E,0x8A09
60772,0x0001,1,0,0,0,218,0xED64,0x8A1E,0x8A09
60773,0x0001,1,0,0,0,218,0xED65,0x8A1E,0x8A08
60774,0x0001,1,0,0,0,218,0xED66,0x8A1E,0x8A08
60775,0x0001,1,0,0,0,218,0xED67,0x8A1E,0x8A07
60776,0x0001,1,0,0,0,218,0xED68,0x8A1E,0x8A07
60777,0x0001,1,0,0,0,218,0xED69,0x8A1E,0x8A06
60778,0x0001,1,0,0,0,218,0xED6A,0x8A1E,0x8A06
60779,0x0001,1,0,0,0,218,0xED6B,0x8A1E,0x8A05
60780,0x0001,1,0,0,0,218,0xED6C,0x8A1E,0x8A04
60781,0x0001,1,0,0,0,218,0xED6D,0x8A1E,0x8A04
60782,0x0001,1,0,0,0,218,0xED6E,0x8A1E,0x8A03
60783,0x0001,1,0,0,0,218,0xED6F,0x8A1E,0x8A03
60784,0x0001,1,0,0,0,218,0xED70,0x8A1E,0x8A02
60785,0x0001,1,0,0,0,218,0xED71,0x8A1E,0x8A02
60786,0x0001,1,0,0,0,218,0xED72,0x8A1E,0x8A01
60787,0x0001,1,0,0,0,218,0xED73,0x8A1E,0x8A01
60788,0x0001,1,0,0,0,218,0xED74,0x8A1E,0x8A00
60789,0x0001,1,0,0,0,218,0xED75,0x8A1E,0x8A00
60790,0x0001,1,0,0,0,218,0xED76,0x8A1E,0x89FF
60791,0x0001,1,0,0,0,218,0xED77,0x8A1E,0x89FF
60792,0x0001,1,0,0,0,218,0xED78,0x8A1E,0x89FE
60793,0x0001,1,0,0,0,218,0xED79,0x8A1E,0x89FD
60794,0x0001,1,0,0,0,218,0xED7A,0x8A1E,0x89FD
60795,0x0001,1,0,0,0,218,0xED7B,0x8A1E,0x89FB
60796,0x0001,1,0,0,0,218,0xED7C,0x8A1E,0x89FB
60797,0x0001,1,0,0,0,218,0xED7D,0x8A1E,0x89FA
60798,0x0001,1,0,0,0,218,0xED7E,0x8A1E,0x89FA
60799,0x0001,1,0,0,0,218,0xED7F,0x8A1E,0x89F9
60800,0x0001,1,0,0,0,219,0xED80,0x89D3,0x89F9
60801,0x0001,1,0,0,0,219,0xED81,0x89D3,0x89F9
60802,0x0001,1,0,0,0,219,0xED82,0x89D3,0x89F8
60803,0x0001,1,0,0,0,219,0xED83,0x89D3,0x89F8
60804,0x0001,1,0,0,0,219,0xED84,0x89D3,0x89F7
